sid	label	pkgname	ver	adunitshowid	mediashowid	apptype	nginxtime	ip	city	province	reqrealip	adidmd5	imeimd5	idfamd5	openudidmd5	macmd5	dvctype	model	make	ntt	carrier	os	osv	orientation	lan	h	w	ppi
ba535edc-34a7-419c-b8bd-425b0f68f0c8-1560055782496	0	empty		b72e2df0354168f5f5a3e194b3bb2c8b	cc420f0111bf573b3aa83dd1c19a013c	221.0	1.560055782496E12	117.86.21.139	南通市	-1.0	47.102.146.225	17ca54c4927d0f4bc058a78ae776f000	1a67ad34f72055c1e4a67244639da0e4	empty	empty	empty	2.0	OD103	smartisan	2.0	0.0	android	7.1.1	0.0	NULL	1920.0	1080.0	0.0
b232677b-9e98-4377-b938-3319a0ebb66a-1560094604472	0	0f8c4af017bab860d2ad521c94ca5a9b	NULL	2fe4ff561807ccf916a7f55817841a28	e3ea03a709039a3cfdeae58984dda739	222.0	1.560094604471E12	221.192.178.211	石家庄市	-1.0	180.163.255.231	cb45ddc80cf0808ec350cf5f166a4edd	66caf6a204ff98a37769706c03dcb557	empty	empty	empty	0.0	OPPO R11T	NULL	6.0	46001.0	android	7.1.1	0.0	NULL	1920.0	1080.0	0.0
4c7aa1db-6eb2-4523-b2b2-ebff38fc5ea8-1560069754335	1	170a88a12e36f8a0f1b73442304398b1	30928000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.56006975433E12	221.192.179.208	石家庄市	-1.0	39.96.159.158	empty	2fe9ef0dbd8189700bb79683eeac47ca	empty	empty	empty	2.0	MI 8	Xiaomi	5.0	46000.0	Android	9.0.0	1.0	zh-CN	818.0	393.0	0.0
1228b646-9480-47a5-b9ef-c0853264d92b-1560081094700	1	170a88a12e36f8a0f1b73442304398b1	30928000	f51ec99a47731ba46985a4530c923069	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560081094702E12	111.37.104.212	烟台市	-1.0	39.96.159.163	empty	70b078e2397112b144837aad0494050d	empty	empty	empty	2.0	PBEM00	OPPO	2.0	46000.0	Android	8.1.0	1.0	zh-CN	780.0	360.0	0.0
f5b61757-4be8-4743-827a-9db4d281279b-1560077634719	0	empty	NULL	6f4673407b300e37cd14d4ec76520cee	3f2fc57a6e1f9c6fa4464c25cc1e88a3	319.0	1.560077634721E12	223.89.38.97	濮阳市	-1.0	123.59.23.126	07aae2ecc8815919aad7762348329a88	6e331b8dbfd539d317b5463edfe8bcf3	empty	07aae2ecc8815919aad7762348329a88	1f3cfec9a5ed4f226b2af862cdc31120	2.0	VIVO X21A	vivo	2.0	46001.0	android	Android_8.1.0	1.0	NULL	2154.0	1080.0	0.0
32bf7896-5232-45b3-a551-abcc6fcc67a2-1560050410338	0	0ff1fb05e89fd10fb480a9184c2c2d15	521000	c317c846ac9da7b89e3b1a770379e65b	a51cf88cec32c6cd06703838c50d19ac	318.0	1.560050410336E12	39.189.251.108	金华市	-1.0	211.159.203.237	6327f2e4a79ab1aed2f346c7989ea580	2b1b287d6bf1f35edb228423343fb438	empty	c3eb5b4a59d70aa04eac24570ab9be00	45fd2cf4950d4e78e4d8c19ebe41945f	2.0	MIX	Xiaomi	2.0	46000.0	Android	8.0.0	1.0	zh-CN	1920.0	1080.0	480.0
75f59ee4-ba2f-4e72-bbad-d32bb78bf314-1560019842183	1	empty	2.2.1	ae3ea1765eade8fe1bf7c1628b8b60f1	dc48a526835bf9f2b843084a42359d72	318.0	1.560019842207E12	183.225.107.200	红河哈尼族彝族自治州	-1.0	47.96.36.166	e4be41ef0270324eeb0bc834b1ee23e8	8680dc6d5f769129fe94fd57938b207a	empty	empty	e3c3cf0b1a28c254cc8cd540e8a8bb72	2.0	VIVO Y67L	OPPO	2.0	46000.0	android	6.0	0.0	zh-CN	854.0	480.0	240.0
d9c8b839-12d2-4735-8053-4de7ca5fb2af-1560052938050	0	8ee615bd91459fa3f368338faec7fc8b	7.3.4	4b4eedec5149ac4ab92c723a53bd7578	40cb281984c401046592fb49a8e9f7d0	310.0	1.560052938052E12	117.157.36.103	白银市	-1.0	120.55.186.134	5bb30cc455da255655950b8e559110b7	39aeb2854457c31479d99eef391ed079	empty	empty	8f91dbf7ac3b115359fc7a6daf6eeb6f	2.0	PBEM00	OPPO	2.0	46000.0	Android	8.1.0	0.0	zh-CN	2340.0	1080.0	3.0
e12a59c3-23f1-44c0-9e1a-3c3e27f15068-1560037852925	0	780468240da790264c59641601797b8e	5.37.0	8df056723af0a319bcc17baf1ebc79a1	14ce653743a97444f051a3fb94ddae7d	277.0	1.560037852924E12	183.200.162.253	晋中市	-1.0	123.59.48.87	00ef0d934ab122b4a26bc582b568b1b4	649e7bf833c079cb42bdfce43822dc9f	empty	empty	8b0da1daa8ed25be18ad1f9c67d913fa	2.0	A31	OPPO	2.0	46000.0	Android	4.4.4	0.0	zh-CN	854.0	480.0	3.0
746c5349-a9b3-42c1-8fe5-b67bac8a5e1b-1560054828363	1	empty	5.76.2.6060	b3ab3170257b0e45bcf0469185bf3e15	25ad2d02765793b229e8e468a6203269	326.0	1.560054828361E12	223.66.70.172	常州市	-1.0	47.100.11.90	b2cf6a03ec50c3ec19182b20fec67e3a	057e3e912237536b599e3fb02e980299	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	MI 8	Xiaomi	2.0	46003.0	android	9	0.0	zh-CN	2248.0	1080.0	0.0
fe2540ef-6dcd-4e99-859e-9008b7669735-1560074887484	1	170a88a12e36f8a0f1b73442304398b1	30927000	6618408bae888ad02c4e0d9bd4d88d29	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560074887484E12	175.154.127.185	达州市	-1.0	39.96.159.162	empty	27f174d088d958b523185a0f1f78074e	empty	empty	5ba1cf1efeee4f83e91f9c0adc3015e3	2.0	INE AL00	HUAWEI	2.0	46000.0	Android	9.0.0	1.0	zh-CN	780.0	360.0	0.0
ef149e71-2934-4032-be78-3b9c0469c8d4-1560051739672	0	ee2bb9bdbcda147c7029ad9bea9bf6ab	NULL	c6a36f4b4f1d1204f0c20b9a67cf60d7	06765782b6564446531bf6795f0fdc48	336.0	1.56005173967E12	183.228.144.242	重庆市	31.0	119.254.201.249	empty	a1e179da98dcda502b2e7de0e941f4c8	empty	empty	empty	0.0	VIVO Y13L	vivo	2.0	46000.0	android	4.4.4	0.0	NULL	0.0	0.0	0.0
e8f3decd-42a7-494a-9c8e-af74cbe72c0b-1560037514407	1	170a88a12e36f8a0f1b73442304398b1	30927000	6618408bae888ad02c4e0d9bd4d88d29	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560037514406E12	123.188.135.227	锦州市	-1.0	39.96.159.157	empty	60104d92851a167b44e9420e0e50a536	empty	empty	5ba1cf1efeee4f83e91f9c0adc3015e3	2.0	NOKIA X5	Nokia	2.0	46000.0	Android	8.1.0	1.0	zh-CN	676.0	320.0	0.0
b7c56a37-dafd-4f13-a993-8ac1fbe64aa4-1560071428948	1	170a88a12e36f8a0f1b73442304398b1	30928000	f51ec99a47731ba46985a4530c923069	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.56007142895E12	123.152.147.22	宁波市	-1.0	39.96.159.160	empty	da9be1ffd41170b60c1afad106ffe93e	empty	empty	empty	2.0	MI 8 SE	Xiaomi	2.0	46000.0	Android	8.1.0	1.0	zh-CN	816.0	393.0	0.0
f71a75d6-9eb4-4eee-b701-bc623a48fc21-1560091194922	0	170a88a12e36f8a0f1b73442304398b1	30928000	4404268364e58fbf10c965a3bbc91924	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560091194921E12	101.247.225.222	东莞市	-1.0	39.96.159.162	empty	44d026321081e8f5803314b318a442ab	empty	empty	empty	2.0	PACM00	OPPO	2.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
c827ef22-25e3-4621-9d37-83ecc0baab27-1560080142006	1	empty	5.71.2.5890	7fc0dbaa3f8115d147828a288c6bb335	25ad2d02765793b229e8e468a6203269	326.0	1.560080142007E12	222.171.7.70	哈尔滨市	-1.0	47.100.18.3	f25b1041f6e0a9b597bd0803b3622931	d253e0488e403bf62fd4a2d3944f9302	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	COL-AL10	HONOR	2.0	46000.0	android	9	0.0	zh-CN	2280.0	1080.0	0.0
dcb658aa-c35c-4aaf-8163-fdab12e6efdf-1560079570361	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	e7f79bda2b839f7debffe13ee6df818f	f4658ac564ae09266976ac30e0f8f582	221.0	1.560079570361E12	183.228.12.13	重庆市	31.0	180.163.220.42	c47c14536ec2315ca66db2241986c946	dba737d2973d03dab1877a49b7f0cdfd	empty	empty	empty	0.0	MI 5X	NULL	2.0	46000.0	android	8.1.0	0.0	NULL	1920.0	1080.0	0.0
812e625f-4f55-42a8-b3ed-0ce38752dc7b-1560046418172	1	4b3ada2e2e9d9bd47387169d50a2e7f2	2.38	19698d8a6334403c12f7a843456fcf2b	8ceae12409232fc97742a70367c03bae	336.0	1.560046418173E12	39.72.233.22	日照市	-1.0	120.92.10.116	321671461bd92cadebbd336a3cdedf71	42f5feb756863fc2fd903bfdfcc70a60	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	M5 NOTE	Meizu	2.0	46000.0	Android	6.0	0.0	zh	1920.0	1080.0	480.0
b72508be-124c-4f50-8fc1-3582023ac555-1560089536054	0	empty	4.6.9	689800aa49d867018e7196b3b757841f	eec946a5a66c023ec9d3b2ede5900626	265.0	1.560089536053E12	106.113.17.249	石家庄市	-1.0	47.101.43.6	a5bb7cbf241630f52f2311cde7089908	7385a0928be9483bd423c8531d74e01c	empty	empty	empty	2.0	NX595J	NULL	2.0	0.0	android	7.1	0.0	NULL	0.0	0.0	0.0
9eb68cd2-1ab8-428b-8d18-f44718698d0b-1560071129337	0	2d2664e827bcbb8b07100c7fbe072e9b	11.11.0	907d0f8c29663840491577a21c7b612a	ca64a500000d84c8fcb8a0587d0e1e0c	280.0	1.56007112934E12	117.157.140.137	嘉峪关市	-1.0	180.76.181.7	d97dd8bdbbed87c1a31744d52f818155	208ac28d2d2628c52d25e4ffe3e9a396	empty	empty	2e868c263591e165ec6ede64cd6ac7f6	2.0	OPPO R7S	OPPO	2.0	46000.0	Android	4.4.4	0.0	zh-CN	1920.0	1080.0	3.0
6ffa2bab-02e7-4dac-b5a8-767dbfa6b179-1560026158433	1	empty	2.2.1	ae3ea1765eade8fe1bf7c1628b8b60f1	dc48a526835bf9f2b843084a42359d72	318.0	1.560026158433E12	221.216.123.9	北京市	2.0	47.96.38.136	88e2f2bcdb802745ff4a93c883f911a4	a76b95047ef06728e0b3c27dd03412ed	empty	empty	empty	2.0	REDMI NOTE 4X	ZTE	2.0	46000.0	android	6.0	0.0	zh-CN	1920.0	1080.0	480.0
1151957b-c4cc-4a2f-9a0d-313c3f507146-1560043442644	0	a0fc8ddc2bd80a0b5a5a4e31253a4f2a	NULL	46e4c98579f76903b428ec5cc978f9f5	74131efea92f0b91102d43aed10f98e4	222.0	1.560043442645E12	183.39.174.36	深圳市	-1.0	193.112.185.162	088131a3286c2f5b4e985e8b6f66ba5d	a658dfdc2fa7aa9ca7f75589aa57b501	empty	empty	empty	2.0	GN8003	gionee	0.0	0.0	android	6.0	0.0	zh	1920.0	1080.0	0.0
ebfcc945-0edf-4948-9782-c3e6d067f939-1560055016841	1	170a88a12e36f8a0f1b73442304398b1	30928000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560055016839E12	111.18.73.192	榆林市	-1.0	39.96.159.161	empty	eb762cde30df75d1fac0cccfdba0e513	empty	empty	empty	2.0	PBFM00	OPPO	2.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
9dd3d791-7045-47cd-b441-ad6a6011ab21-1560058995161	0	b15030107319685361f4c8c0d9598cf1	NULL	4a00adb4cfead7e772ae6031e2a7ddfc	651673a5531dde9cd40f08d09d16fe70	375.0	1.560058995158E12	111.58.54.14	南宁市	-1.0	42.236.10.108	7a63ac346c4cea5344e98b4f0a47c046	33ec7bc87eeb6f8b51f63ba2a884c7e8	empty	empty	66dbe45edb5e0b08b110046c01cf001b	0.0	OPPO A33T	OPPO	2.0	46000.0	android	5.1.1	0.0	NULL	960.0	540.0	0.0
4648cb3e-5e49-4ac5-a499-1413aa6d8db7-1560080407395	0	0967260bec6019d61af88e25b2d944b8	NULL	cece89e17ab0225cc9baf346ea1b8e88	bb4bca3e2d5fc4d3297af9e64a389958	220.0	1.560080407394E12	112.14.86.199	温州市	-1.0	193.112.153.202	768b032ba6829d50b1f2756397482ee4	9bd69479638b3ae408a707987ca9f302	empty	empty	empty	2.0	OD105	smartisan	2.0	46000.0	android	7.1	0.0	zh	1920.0	1080.0	0.0
1ab1efeb-7f58-4215-8699-71d5840265c7-1560088983997	1	170a88a12e36f8a0f1b73442304398b1	30928000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560088983996E12	223.104.6.11	厦门市	-1.0	39.96.159.161	empty	ca106d7d0144405d6c75eac1f32e8704	empty	empty	empty	2.0	PAAM00	OPPO	5.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
8c162f13-84fa-4ac6-9683-dedaa1245382-1560009765921	1	empty	190516	d14a9f6f1293156f608bc0855d48dd17	af25d97ac9e2b9f1c240b8e3a10cb1f8	273.0	1.560009765922E12	223.91.228.131	新乡市	-1.0	106.75.114.205	77338c4d52a7ebbf98c13e94aca14443	0da9eb900a566afe31799f8b2acaee20	empty	empty	ce4219512146f47b59e2ce662726113f	3.0	OPPO R11	OPPO	2.0	46000.0	android	8.1.0	0.0	zh_CN	1920.0	1080.0	0.0
682f9a10-12d3-42f6-9d3a-bdce84b37da8-1560082428403	1	783e95e8438d127d46370795913a7b66	3.3.4	475ac80a2dd7f5ec3f3858ab8b07f615	4b66782f892dd44623b9059f57acb1bf	323.0	1.560082428403E12	220.191.103.201	杭州市	-1.0	39.105.110.165	e487d56a4a6084708d321eb4a02e44f4	366b5cc004e25e45f0391dd1815facd8	empty	empty	98ff505d8c2d808fa08fef2f65081098	2.0	ONEPLUS%20A3000	ONEPLUS%20A3000	2.0	46001.0	Android	8.0	1.0	zh-CN	1920.0	1080.0	2.0
f5718745-5f8d-48f1-a34e-283250c05d7a-1560035430692	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	e00e9da465ddfd605e2c39aa531dc6da	f4658ac564ae09266976ac30e0f8f582	221.0	1.56003543069E12	111.1.108.120	温州市	-1.0	180.163.220.100	2c4c140c7d6eee2e52f01e9a88a3543f	4bbcde658cfcbd03aa086abde0a46ba9	empty	empty	empty	0.0	OPPO R9S	OPPO	2.0	46000.0	android	6.0.1	0.0	NULL	1920.0	1080.0	0.0
e19c04e7-1d6a-46e5-b17e-82b372a10c5e-1560078265244	1	170a88a12e36f8a0f1b73442304398b1	30928000	4404268364e58fbf10c965a3bbc91924	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560078265246E12	117.141.70.92	百色市	-1.0	39.96.159.163	empty	17db88b3a6a041189421b24cf79b510a	empty	empty	empty	2.0	V1816A	vivo	2.0	46000.0	Android	8.1.0	1.0	zh-CN	780.0	360.0	0.0
7e72815b-0b06-43e9-8759-12c8715ffb34-1560088781816	0	0ff1fb05e89fd10fb480a9184c2c2d15	521000	be7b4818939482a91e3d20dfc2d3a19c	a51cf88cec32c6cd06703838c50d19ac	318.0	1.560088781811E12	223.104.175.81	沈阳市	-1.0	211.159.203.237	f09a7011fdc572c1af254f2f942cb96a	0c8f9a748cd247d2c93f20d276807193	empty	569edb94f4760b7b52d709257ba7c74b	eddda3bcf61ff7f16483e8ad39cb2c6b	2.0	16TH	Meizu	2.0	46000.0	Android	8.1.0	1.0	zh-CN	2160.0	1080.0	480.0
fda6f804-7d51-482b-a1b5-691e0c98ac48-1560077810005	0	3f2d8a0ae07be0bf2e284fd651a19bc9	3.0.6	0ae69d335c0f8295d34182c348a99b86	b87c32ab8ccc8be2e900e165db997f08	336.0	1.560077810008E12	163.179.50.22	中山市	-1.0	106.75.116.197	0a804570293139871312e20691284735	db5c9221debd4a52a5fca3d5ad21adec	empty	empty	6d26cd0630b3b985cdc009e7e8590428	2.0	PACM00	OPPO	2.0	46000.0	Android	8.1.0	0.0	zh-CN	1080.0	2280.0	3.0
e09dd8bf-6d83-49ae-996a-512faa889b26-1560087263611	1	170a88a12e36f8a0f1b73442304398b1	30928000	f51ec99a47731ba46985a4530c923069	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560087263611E12	183.200.218.137	忻州市	-1.0	39.96.159.162	empty	86c7e64f5aa30c4420571a7ba259a253	empty	empty	empty	2.0	VIVO X21	vivo	2.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
cc5e2419-0efb-4ab6-a519-1b523e3c4654-1560054602598	1	empty	190516	51f02f6007e49301adb4ccb1da0fbf12	5f83d3d963b19352aff3d9b5b29fa736	273.0	1.560054602599E12	42.100.230.54	黑河市	-1.0	106.75.24.159	ac184adf0c9ca1b099e6d3b4cca5895e	d2d73f12c52a1559b8cdd1d084367d6a	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	3.0	HUAWEI CAZ-AL10	HUAWEI	6.0	46001.0	android	7.0	0.0	zh_CN	1788.0	1080.0	0.0
4e478a5d-a31b-4209-984a-c5b781a79f40-1560011007644	0	0ff1fb05e89fd10fb480a9184c2c2d15	521000	580d13b46b75e6bb2f80d0e38fc3fe2c	a51cf88cec32c6cd06703838c50d19ac	318.0	1.560011007642E12	36.63.201.146	芜湖市	-1.0	211.159.203.236	03c0006dd629d80a27393e26ee8dda8c	1c6ebb6416ef93ddbe0eb20edbc9d059	empty	8da4577a6fba55398dd35644f9406783	d27cd2c09cbd36cd8acc99b6fe51ebf5	2.0	V1732A	vivo	2.0	46000.0	Android	8.1.0	1.0	zh-CN	1520.0	720.0	480.0
a9aa02b3-dc67-4972-8195-120b7510415c-1560083612551	1	c3928c124c66197bda97ee4f34a4767e	NULL	389b69facac0190921d39b572aa68e7e	fc5c28b3674877c00e1cff5f025d223e	281.0	1.560083612551E12	223.89.150.72	驻马店市	-1.0	123.123.219.7	80c59b82c1ba45b4ff76ce291fda2687	5f90dc40b0612f3beaeb5de373b08e82	empty	empty	empty	2.0	SUGAR S9	SUGAR	2.0	-1.0	android	7.7.5	0.0	NULL	0.0	0.0	0.0
d0438d99-5506-49cf-9219-a06274543bf7-1560075668012	0	ff61c7290049a449e41866b0892f9672	2.19.0	41342eee5547b109389618739be7f09f	362c68ebead45c264a6582d6c9616ae9	283.0	1.560075668012E12	39.67.67.193	临沂市	-1.0	180.76.181.7	f25673e5203438f38a7b3f9561fbe9b8	a3db4c6748903d505bc9b1884697e1bf	empty	empty	d482c47a5e8bfae62ad77184077cbf1d	2.0	A31	OPPO	2.0	46003.0	Android	4.4.4	0.0	zh-CN	854.0	480.0	2.0
7bee0a9a-2a93-49d9-bb3f-20347187351a-1560091345989	1	empty	NULL	fb0276cb34b4222e20abc2b14fc273f2	3f2fc57a6e1f9c6fa4464c25cc1e88a3	319.0	1.560091346026E12	110.124.124.114	莆田市	-1.0	123.59.23.125	853cd8778846746d6ac07c6c51f370d9	2fc009dbd84bfcfae71ba11639bd10a0	empty	853cd8778846746d6ac07c6c51f370d9	5fe25b79f9b3dbc196e4c91b22834f4d	2.0	VIVO X20A	vivo	2.0	46000.0	android	Android_8.1.0	1.0	NULL	2160.0	1080.0	0.0
39299fd3-82b8-46ab-a60a-c4ef0eb3dd62-1560069209220	0	empty	NULL	10199dc8fea2e173525bc3151bd84312	3f2fc57a6e1f9c6fa4464c25cc1e88a3	319.0	1.560069209219E12	120.235.40.70	东莞市	-1.0	47.95.111.138	1f7846ed4f6138c5c88e52d49aa233af	5da1dca84752b63294388b7dcfbba4d5	empty	1f7846ed4f6138c5c88e52d49aa233af	0f607264fc6318a92b9e13c65db7cd3c	2.0	REDMI NOTE 4X	xiaomi	2.0	46001.0	android	Android_7.0	0.0	NULL	1080.0	1920.0	0.0
9787883a-d90b-4a24-b272-f39fc9f4bf16-1560043769402	0	empty	4.9.11	ee61b20561a729e8805267105078fb32	0c28cf2afaba3174f88e045403d45763	265.0	1.560043769404E12	124.227.244.185	南宁市	-1.0	47.100.114.41	8a06ac0ed94b775a921b6adb79b6fb57	ba4e78996a61ab69edec1c3dbe1941c1	empty	empty	empty	2.0	PAAM00	NULL	2.0	0.0	android	8.1	0.0	NULL	0.0	0.0	0.0
9e101060-c4d1-405d-a105-995074fc1ba6-1560085783437	1	2477c87258c08e20d9b3d308867ae4cd	8.5.7.1	c2c317328d5ffc8b7dc543e24fa896cc	6a201781abc86a0666c3e94b6638c920	367.0	1.560085783437E12	117.136.55.30	天津市	27.0	124.243.219.138	a6baa6049c78893273b8c6c104bdf2d9	032d33f6ec17c61992d50c48dad89594	empty	empty	3ba861593f478b1f9b047bf50bcd265d	2.0	VIVO Y83	NULL	6.0	46000.0	android	8.1.0	0.0	cn	0.0	0.0	0.0
87b4bd41-fe6c-4e25-9c55-1cb6e1cb82f5-1560011816898	1	empty	2.2.1	ae3ea1765eade8fe1bf7c1628b8b60f1	dc48a526835bf9f2b843084a42359d72	318.0	1.560011816897E12	121.69.11.82	北京市	2.0	47.96.38.172	e9c91fda93a44b329ec2634b5e625763	d7f2e4e0a2e200a5594728fe047179ee	empty	empty	157ec9904b1e3543529059e5e065be8f	2.0	MI MAX 2	HUAWEI	6.0	0.0	android	7.1.1	0.0	zh-CN	1812.0	1080.0	480.0
786fbd51-5de6-43a1-a9ba-9dc360584107-1560022783272	0	170a88a12e36f8a0f1b73442304398b1	3.9.28.000.0605.1925	d2a09a22a086972f355d5a59ca3bf6fa	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560022783292E12	110.182.3.155	临汾市	-1.0	39.96.159.162	84edb21aaab8763458641a81b8403ff7	e0bbd391bfeb560ac3e2cd8c3962a11e	empty	empty	5ba1cf1efeee4f83e91f9c0adc3015e3	2.0	PACM00	OPPO	2.0	46000.0	Android	8.1.0	1.0	zh-CN	2280.0	1080.0	0.0
06e6629a-fae6-4a42-b94d-b4ebacb6d7ec-1560037644928	1	170a88a12e36f8a0f1b73442304398b1	30928000	6618408bae888ad02c4e0d9bd4d88d29	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560037644929E12	221.215.205.206	青岛市	-1.0	39.96.159.162	empty	9d64b6db8adcdbfb174dadfe788e3e54	empty	empty	5ba1cf1efeee4f83e91f9c0adc3015e3	2.0	MI NOTE 3	Xiaomi	2.0	46000.0	Android	8.1.0	1.0	zh-CN	699.0	393.0	0.0
7dde91d0-0f0f-4473-8e44-8ab3712f695f-1560027584335	1	170a88a12e36f8a0f1b73442304398b1	30928000	6618408bae888ad02c4e0d9bd4d88d29	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560027584333E12	111.25.69.77	长春市	-1.0	39.96.159.155	empty	ef190e0d25583e48bcd8cbe400cd2fa3	empty	empty	5ba1cf1efeee4f83e91f9c0adc3015e3	2.0	VIVO Y83A	vivo	2.0	46000.0	Android	8.1.0	1.0	zh-CN	760.0	360.0	0.0
775525ac-5dc4-420e-9741-0a4f405418aa-1560059592086	0	642c55f5d791372a5e3fdfc392b0c6f8	NULL	01e7dda5ca1066873e7bfebdccc03416	06765782b6564446531bf6795f0fdc48	336.0	1.560059592088E12	113.220.15.135	邵阳市	-1.0	119.254.201.249	empty	cd76177e39773ad8a7bcbb1ce93e007b	empty	empty	empty	0.0	VIVO X3V	vivo	2.0	46000.0	android	4.4.2	0.0	NULL	0.0	0.0	0.0
54eaa467-c6d4-4204-81a1-9af23f90875c-1560035545750	1	170a88a12e36f8a0f1b73442304398b1	30926431	4404268364e58fbf10c965a3bbc91924	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560035545749E12	111.73.176.174	景德镇市	-1.0	39.96.159.157	empty	698d7d54f5ba538ca267fde891c1c57b	empty	empty	empty	2.0	PBBT00	OPPO	2.0	46000.0	Android	8.1.0	1.0	zh-CN	780.0	360.0	0.0
3d11a746-5eb3-43d6-a0fc-2b7aa3cd9235-1560031562422	1	2d2664e827bcbb8b07100c7fbe072e9b	11.11.0	fa52e5f55e8ba880aee5399d483306b8	ca64a500000d84c8fcb8a0587d0e1e0c	280.0	1.560031562423E12	120.208.7.154	运城市	-1.0	180.76.181.7	0b9b50f8ac817e8222a41a600c000024	a1bdd28e6abd8f462eaffe4920e3f01b	empty	empty	c62bcc9c1de724200a052de645c31af1	2.0	DUB-AL00	HUAWEI	2.0	46000.0	Android	8.1.0	0.0	zh-CN	1520.0	720.0	2.0
d3a51144-dc31-49e5-8d11-e50a624ee72e-1560077846332	0	empty	4.6.1	58e6421a8ab750843847fd9d09bd9f3f	c55a9223632c9761a64f7f99b6be4cc4	273.0	1.560077846331E12	223.104.247.233	宁波市	-1.0	39.97.117.179	b93ec229b8b5e406da43def0157b0a00	287a3a8e62ea9c359c7ee7b9110c1f25	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	2.0	PADT00	OPPO	6.0	46000.0	android	8.1.0	0.0	NULL	2136.0	1080.0	0.0
25266a3d-a6ba-4fdb-aed4-5dcf91192da1-1560072411408	0	1045947d39ac3b562a76c599a7bfd8a1	8.10.1	b5c001c432a50e82ad344b401cf282af	a3321324115a89c9a1e1ee10a099e782	318.0	1.560072411407E12	117.182.57.174	河池市	-1.0	180.76.180.56	8104423ba78264c037ba873acee33556	e19496d073af1db4bb129581acf67e17	empty	empty	bca26bd3b38fdf9b8ebd6f15e72014a3	2.0	X9007	OPPO	2.0	46000.0	Android	4.3	0.0	zh-CN	1920.0	1080.0	326.0
f0b6997d-a91a-4acb-bd98-9aa5534d6531-1560053977345	0	0a3215caf48d92de4f8ab34dd07d6f37	NULL	e7f79bda2b839f7debffe13ee6df818f	f4658ac564ae09266976ac30e0f8f582	221.0	1.560053977345E12	120.229.13.224	深圳市	-1.0	42.236.10.120	b1be11d3c63d84fb45f2a38e11eddbb1	c8622c28df1f4f2e0bc24b1b00c1d484	empty	empty	empty	0.0	1605-A01	360手机	2.0	46001.0	android	6.0.1	0.0	NULL	1920.0	1080.0	0.0
b1207d97-daae-4115-8ff4-159e5548cd07-1560062889436	0	empty	7.2.0.0	af46d4c68c41ff23e606fe2b4975db25	2ab475eecfd3acf1651857c10b9d6dc6	380.0	1.560062889436E12	27.187.199.80	保定市	-1.0	39.106.61.124	63f6174c5806f884fb44795fb397d7e2	752631fb930327eb8bc01946440354c6	empty	empty	7d10b1b6d16050e1a32c7e9b8f52da5e	2.0	OPPOR9TM	OPPO	2.0	46000.0	android	5.1	0.0	NULL	1920.0	1080.0	640.0
fbb2b966-0f62-471d-a110-64e68b33ff52-1560025698028	1	170a88a12e36f8a0f1b73442304398b1	30928000	f67a95c5c748a5bc252d3e854f8e4977	d53d2af198ebef9544f0823c3c8e84f8	301.0	1.560025698053E12	183.197.130.105	承德市	-1.0	39.96.159.159	empty	713067b83c27759eecb4d5d79d6d4121	empty	empty	empty	2.0	PBEM00	OPPO	2.0	46000.0	Android	8.1.0	1.0	zh-CN	780.0	360.0	0.0
584dd095-0041-4cc9-a9a2-304fdea6c546-1560084964909	0	empty	190605	66addfdc4e63dd1a484dcc201ddfab6c	8c3ef44582cda4f79dd55e1523487af2	273.0	1.56008496491E12	125.75.52.84	兰州市	-1.0	106.75.87.141	2afed5612367f4644aa2f2b65ce15c9a	9436854d48ac4ce24b3a0eb74b184490	empty	empty	0f607264fc6318a92b9e13c65db7cd3c	3.0	PAAM00	OPPO	2.0	0.0	android	8.1.0	0.0	zh	2136.0	1080.0	0.0
